회사명,행정기관명,설립구분명,용지면적(㎡),건축면적(㎡),종업원수,공장규모구분명,공장등록일,용도지역명,지목명,업종명,업종코드,생산품정보,전화번호,정제우편번호,정제도로명주소,정제지번주소,위도,경도
다비산업,경기도 성남시,일반,0,92,4,소기업,20000222,도시지역 / 주거지역 / 제2종일반주거지역,대,스타킹 및 기타 양말 제조업,14411,양밀,031-751-0514,13138,경기도 성남시 수정구 논골로61번길 8,경기도 성남시 수정구 단대동 21-3번지 태상빌라,37.45914662,127.1575694
동양섬유,경기도 성남시,일반,250.5,201.09,10,소기업,19880920,도시지역 / 주거지역 / 제3종일반주거지역,대,편조의복 제조업,14300,쉐타,031-734-0681,,,경기도 성남시 수정구 단대동 149-5번지,37.44860788,127.1565989
(주)아이이노메드,경기도 성남시,일반,46.28,13.2,3,소기업,20050506,도시지역 / 녹지지역 / 자연녹지지역,학교용지,그 외 기타 의료용 기기 제조업,27199,고주파수술기,031-734-2268,13135,경기도 성남시 수정구 산성대로 553,경기도 성남시 수정구 양지동 212번지 서울보건대학창업보육센타 603호,37.46098009,127.1651484
(주)카오스코리아,경기도 성남시,일반,159.87,159.87,7,소기업,20010626,도시지역 / 주거지역 / 준주거지역,대,구두류 제조업,15211,구두,031-755-8978,13136,경기도 성남시 수정구 산성대로527번길 6,경기도 성남시 수정구 양지동 238번지,37.45841596,127.163656
거성섬유,경기도 성남시,일반,0,97.11,2,소기업,19990126,도시지역 / 주거지역 / 제2종일반주거지역,대,스타킹 및 기타 양말 제조업,14411,양말,031-732-9702,13134,경기도 성남시 수정구 산성대로595번길 9,경기도 성남시 수정구 양지동 83번지,37.46333251,127.1682928
(주)하이퍼월,경기도 성남시,일반,0,48.4,3,소기업,20200807,도시지역 / 상업지역 / 근린상업지역,대,비디오 및 기타 영상기기 제조업,26519,"영상기기, 비디오월",02-501-2402,13647,경기도 성남시 수정구 위례서일로 22,경기도 성남시 수정구 창곡동 559-5번지 이너매스우남이너매스빌딩 106호,37.46490285,127.1382401
오리온시스템즈(주),경기도 성남시,일반,0,10.08,5,소기업,20220819,도시지역 / 상업지역 / 근린상업지역,대,배전반 및 전기 자동제어반 제조업 외 1 종,"27215, 28123",자동제어반,031-381-4155,13647,경기도 성남시 수정구 위례서일로 18,경기도 성남시 수정구 창곡동 559-4번지 더존메디컬타워 501-1호,37.46510888,127.1378207
(주)드림테크,경기도 성남시,일반,84.03,49.76,5,소기업,20180514,도시지역 / 주거지역 / 제1종일반주거지역,대,액체 여과기 제조업,29175,액체여과기,031-752-3782,13101,경기도 성남시 수정구 신촌남로 24,경기도 성남시 수정구 신촌동 208-9번지 301호,37.45904495,127.1047763
(주)그린베이스,경기도 성남시,창업,83,16,1,소기업,20210908,도시지역 / 상업지역 / 근린상업지역,대,배전반 및 전기 자동제어반 제조업,28123,충방전 제어시스템,031-754-3335,13105,경기도 성남시 수정구 청계산로 686,경기도 성남시 수정구 고등동 603번지 611호,37.42727109,127.0939687
(주)동명기업,경기도 성남시,창업,76.2,38.1,11,소기업,20210901,도시지역 / 상업지역 / 근린상업지역,대,축전지 제조업 외 1 종,"28119, 28202","배터리, 수술용안경",031-755-1220,13105,경기도 성남시 수정구 청계산로 686,경기도 성남시 수정구 고등동 603번지 620호,37.42727109,127.0939687
(주)솔로이엔씨,경기도 성남시,창업,50.51,43.51,2,소기업,20221129,도시지역 / 상업지역 / 근린상업지역,대,기타 가정용 전기기기 제조업,28519,"일체형 복합환기에어컨, 복합환기장치, 제습기",031-777-5588,13105,경기도 성남시 수정구 청계산로 686,경기도 성남시 수정구 고등동 603번지 1동 8층 827호,37.42727109,127.0939687
(주)아리바이오,경기도 성남시,일반,308.77,308.77,0,소기업,20221202,도시지역 / 주거지역 / 준주거지역,"대, 대",의료용품 및 기타 의약 관련제품 제조업,21300,수출용 윤곽필러,02-2637-0009,13105,경기도 성남시 수정구 고등로 3,경기도 성남시 수정구 고등동 572번지 현대지식산업센터 성남고등 A동동 2층 A-2-13호 외 1필지,37.42891059,127.0936773
(주)에이큐씨,경기도 성남시,일반,50.51,30.48,4,소기업,20211118,도시지역 / 상업지역 / 근린상업지역,대,산업용 송풍기 및 배기장치 제조업,29173,"전자기기시스템, 환기,배기시스템",031-8023-9021,13105,경기도 성남시 수정구 청계산로 686,경기도 성남시 수정구 고등동 603번지 1동 5층 527호,37.42727109,127.0939687
(주)원아테크,경기도 성남시,일반,50.4,50.4,4,소기업,20210318,도시지역 / 주거지역 / 준주거지역,대,"전자기 측정, 시험 및 분석기구 제조업",27212,배터리 충방전기,070-8730-2141,13105,경기도 성남시 수정구 고등로 3,경기도 성남시 수정구 고등동 572번지 현대지식산업센터 성남고등 A동 3층 336호,37.42891059,127.0936773
(주)창명에스티,경기도 성남시,일반,230.344,220.427,3,소기업,20210121,도시지역 / 상업지역 / 근린상업지역,대,장식용 목제품 제조업 외 1 종,"16292, 20203","액자(장식품),수지",031-752-8311,13105,경기도 성남시 수정구 청계산로 686,"경기도 성남시 수정구 고등동 603번지 3층 317,318,319호",37.42727109,127.0939687
벤스킨케어코리아 유한회사,경기도 성남시,창업,230.34,154.14,5,소기업,20230524,도시지역 / 상업지역 / 근린상업지역,"대, 대, 대",화장품 제조업,20423,화장품,02-516-7979,13105,경기도 성남시 수정구 청계산로 686,경기도 성남시 수정구 고등동 603번지 외 2필지 6층 617호,37.42727109,127.0939687
승풍 인터내셔널,경기도 성남시,일반,47.775,5.85,0,소기업,20210819,도시지역 / 상업지역 / 근린상업지역,대,비 및 솔 제조업 외 1 종,"13221, 33993","칫솔, 침구류",031-705-2990,13105,경기도 성남시 수정구 청계산로 686,경기도 성남시 수정구 고등동 603번지 630호,37.42727109,127.0939687
에스지테크놀로지,경기도 성남시,일반,44.318,34.318,4,소기업,20220530,도시지역 / 상업지역 / 근린상업지역,대,"기타 측정, 시험, 항해, 제어 및 정밀기기 제조업 외 1 종","27219, 28909","초음파유량계, 초음파센서",031-5182-9251,13105,경기도 성남시 수정구 청계산로 686,경기도 성남시 수정구 고등동 603번지,37.42727109,127.0939687
에이치앤이주식회사,경기도 성남시,일반,76.2,20.7,6,소기업,20230303,도시지역 / 상업지역 / 근린상업지역,대,반도체 제조용 기계 제조업,29271,쿼츠 히터,031-701-6689,13105,경기도 성남시 수정구 청계산로 686,경기도 성남시 수정구 고등동 603번지,37.42727109,127.0939687
주식회사 비트센싱,경기도 성남시,일반,386.41,93.87,6,소기업,20230905,도시지역 / 주거지역 / 준주거지역,대,기타 무선 통신장비 제조업 외 2 종,"26295, 26421, 26429",RF 무선기기 및 레이더,070-7114-1001,13105,경기도 성남시 수정구 고등로 4,경기도 성남시 수정구 고등동 593-3번지 고산빌딩 4층,37.428109,127.0938624
주식회사 새빌,경기도 성남시,일반,0,39.48,2,소기업,20220218,도시지역 / 주거지역 / 준주거지역,대,기타 무선 통신장비 제조업 외 1 종,"26410, 26429",발전시설 Monitoring,031-703-0113,13105,경기도 성남시 수정구 고등로 3,경기도 성남시 수정구 고등동 572번지 현대지식산업센터 성남고등 A동 3층 319호,37.42891059,127.0936773
주식회사 엘소프트,경기도 성남시,일반,119,80,4,소기업,20230824,도시지역 / 주거지역 / 준주거지역,"대, 대",유선 통신장비 제조업 외 2 종,"26410, 26421, 26429",통신장비 ,031-738-1197,13105,경기도 성남시 수정구 고등로 3,경기도 성남시 수정구 고등동 572번지 현대지식산업센터 성남고등 A동 7층 708호 외 1필지,37.42891059,127.0936773
주식회사 플렉트론,경기도 성남시,일반,119.28,39.69,2,소기업,20230601,도시지역 / 공업지역 / 일반공업지역,"대, 대",유선 통신장비 제조업,26410,"FRF-Series, F-AU-Tilt",031-738-1115,13105,경기도 성남시 수정구 고등로 3,경기도 성남시 수정구 고등동 572번지 현대지식산업센터 성남고등 A동동 5층 A-5-8호 외 1필지,37.42891059,127.0936773
주식회사인포콘,경기도 성남시,일반,47.04,24,5,소기업,20230418,도시지역 / 주거지역 / 준주거지역,대,배전반 및 전기 자동제어반 제조업,28123,"LED조명등, 수배전반, 자동제어반",031-738-1482,13105,경기도 성남시 수정구 고등로 3,경기도 성남시 수정구 고등동 572번지 현대지식산업센터 성남고등 A동 5층 532호,37.42891059,127.0936773
청흥기업(주),경기도 성남시,창업,3650,435.4,50,중기업,20030903,도시지역 / 녹지지역 / 자연녹지지역,대,세폭직물 제조업 외 14 종,"13211, 13221, 13223, 13224, 13229, 13991, 13999, 14111, 14112, 14191, 14192, 14193, 14199, 14499, 15129","셔츠,작업복",031-723-9195,13104,경기도 성남시 수정구 등자로 13,경기도 성남시 수정구 고등동 259-2번지,37.43545443,127.1015884
(주)극동무공 제1공장,경기도 성남시,일반,115.2,103.5,4,소기업,20210609,도시지역 / 녹지지역 / 자연녹지지역,대,액체 여과기 제조업,29175,사우나장비(여과기 및 노즐 외),02-754-0308,13445,경기도 성남시 수정구 설개로2번길 9,경기도 성남시 수정구 시흥동 83-1번지,37.42145753,127.1046914
유메이 주식회사,경기도 성남시,일반,0,60.1,9,소기업,20190531,도시지역 / 주거지역 / 준주거지역,임야,컴퓨터 모니터 제조업 외 1 종,"26322, 26519",영상디스플레이 장치,02-6394-1004,13449,경기도 성남시 수정구 대왕판교로 815,경기도 성남시 수정구 시흥동 285-2번지 기업지원허브 7층 718호 / 740호,37.4137144,127.0992401
(주)선진테코,경기도 성남시,일반,130,100,15,소기업,20021030,도시지역 / 주거지역 / 준주거지역,대,그 외 기타 의복액세서리 제조업 외 2 종,"13221, 14499, 15190","가죽장갑,피혁제품",031-735-1721,13226,경기도 성남시 중원구 박석로5번길 33,경기도 성남시 중원구 상대원동 1726번지,37.43354324,127.1622866
(주)승록,경기도 성남시,일반,281.43,281.43,12,소기업,20160617, / 도시지역 / 주거지역,대,"근무복, 작업복 및 유사의복 제조업 외 2 종","14111, 14112, 14192",여성복 임가공,031-747-6190,13227,경기도 성남시 중원구 박석로15번길 21,경기도 성남시 중원구 상대원동 1593번지 지층,37.43409684,127.1636066
(주)승록 제2공장,경기도 성남시,창업,217.35,217.35,15,소기업,20160919,도시지역 / 주거지역 / 제2종일반주거지역,대,"근무복, 작업복 및 유사의복 제조업 외 2 종","14111, 14112, 14192","근무복, 작업복",031-747-6190,13227,경기도 성남시 중원구 박석로15번길 22,경기도 성남시 중원구 상대원동 1578-1번지 1층,37.43431326,127.1636395
(주)엄지,경기도 성남시,일반,125.4,108.9,4,소기업,20201124,도시지역 / 주거지역 / 제2종일반주거지역,대,침구 및 관련제품 제조업 외 18 종,"13221, 13225, 13229, 13999, 14111, 14112, 14120, 14191, 14192, 14193, 14194, 14199, 14300, 14419, 14491, 14499, 15121, 15129, 15219","셔츠, 블라우스, 의류 등",070-4045-4163,13224,경기도 성남시 중원구 박석로25번길 44-13,경기도 성남시 중원구 상대원동 1913번지 지층,37.43554965,127.1610115
(주)엠케이,경기도 성남시,일반,255,127,12,소기업,20020409,도시지역 / 주거지역 / 제2종일반주거지역,대,절연 코드세트 및 기타 도체 제조업,28303,전기꽂음플러그,031-749-2290,13228,경기도 성남시 중원구 박석로15번길 9,경기도 성남시 중원구 상대원동 1426번지,37.43407362,127.1649518
(주)영인엔젤코리아,경기도 성남시,일반,0,112,4,소기업,20020411,도시지역 / 주거지역 / 제2종일반주거지역,대,그 외 기타 달리 분류되지 않은 제품 제조업 외 1 종,"31991, 33999","지압봉,안마기",031-745-4777,13401,경기도 성남시 중원구 희망로327번길 20-6,경기도 성남시 중원구 상대원동 4885번지,37.435328,127.1560502
(주)이연커뮤니케이션,경기도 성남시,일반,99,80,14,소기업,20001025,도시지역 / 주거지역 / 제2종일반주거지역,대,메모리용 전자집적회로 제조업 외 1 종,"26111, 26112",핸드폰밧데리보호회로,031-745-7220,13222,경기도 성남시 중원구 박석로33번길 16,경기도 성남시 중원구 상대원동 1505-1번지,37.43600022,127.1641293
(주)정광어패럴,경기도 성남시,일반,488.88,325.33,26,소기업,20060112,도시지역 / 녹지지역 / 자연녹지지역,대,여자용 겉옷 제조업 외 2 종,"14112, 14200, 14499",여성의류정장,02-423-6322,13205,경기도 성남시 중원구 순환로 230,경기도 성남시 중원구 상대원동 72-1번지,37.44442624,127.1797153
(주)진성닛트,경기도 성남시,일반,73.4,66.8,4,소기업,20031030,도시지역 / 주거지역 / 제2종일반주거지역,대,스타킹 및 기타 양말 제조업,14411,양말,031-756-2076,13237,경기도 성남시 중원구 박석로93번길 9-1,경기도 성남시 중원구 상대원동 2253번지,37.44041641,127.16394
경원산업,경기도 성남시,일반,0,65.77,5,소기업,19940105,도시지역 / 주거지역 / 제2종일반주거지역,대,기타 가정용 전기기기 제조업,28519,미용기기,031-733-8240,13395,경기도 성남시 중원구 금상로57번길 9-1,경기도 성남시 중원구 상대원동 2991-1번지,37.44099565,127.1616087
경진물산,경기도 성남시,일반,355.78,300.78,28,소기업,20000905,도시지역 / 주거지역 / 준주거지역,대,셔츠 및 블라우스 제조업 외 1 종,"14191, 14192",타셔츠,031-741-7778,13395,경기도 성남시 중원구 금상로 49,경기도 성남시 중원구 상대원동 2992-11번지,37.43989631,127.1617267
알파전자산업,경기도 성남시,일반,160,100,10,소기업,19970531,도시지역 / 주거지역 / 제2종일반주거지역,대,그 외 기타 전자부품 제조업,26299,전자부품(케이블),031-748-8015,13134,경기도 성남시 수정구 산성대로581번길 8,경기도 성남시 수정구 양지동 72번지 양지빌딩,37.46242833,127.1672904
장복산업,경기도 성남시,일반,0,178,3,소기업,19961127,도시지역 / 주거지역 / 제2종일반주거지역,대,"근무복, 작업복 및 유사의복 제조업 외 2 종","14111, 14112, 14192",양말,31,13137,,경기도 성남시 수정구 양지동 723번지,37.45801877,127.1600654
(주)가보테크,경기도 성남시,일반,171.51,33.58,36,중기업,20230116,도시지역 / 주거지역 / 준주거지역,대,이동전화기 제조업 외 3 종,"26293, 26410, 26422, 26429",재난안전통신망단말기,031-752-0272,13119,경기도 성남시 수정구 복정로 33,경기도 성남시 수정구 복정동 694-1번지 3층,37.45598088,127.1271459
(주)디투에스,경기도 성남시,일반,131.26,50.4,26,소기업,20151120,도시지역 / 주거지역 / 제2종일반주거지역,대,방송장비 제조업 외 1 종,"26410, 26421",방송전송장비,070-7018-6510,13112,경기도 성남시 수정구 복정로134번길 5,경기도 성남시 수정구 복정동 646-8번지 지층 1호,37.46510454,127.1277226
(주)세기파워,경기도 성남시,일반,0,107,4,소기업,20150424,도시지역 / 주거지역 / 제2종일반주거지역,대,기타 전기 변환장치 제조업 외 1 종,"28114, 28119",무정전 전원장치,031-743-0434,13112,경기도 성남시 수정구 복정로118번길 5-13,경기도 성남시 수정구 복정동 647-18번지 101호,37.46463523,127.1275327
(주)알앤비코리아,경기도 성남시,일반,165.29,66.12,4,소기업,20060705,도시지역 / 주거지역 / 제2종일반주거지역,대,"전기회로 개폐, 보호장치 제조업 외 1 종","28121, 28122",컨넥터,031-722-1405,13113,경기도 성남시 수정구 복정로 149,경기도 성남시 수정구 복정동 643번지 호재빌딩 4층 (총 2 필지) 외 1필지,37.4663815,127.1267776
(주)알파캠,경기도 성남시,일반,149.98,149.98,3,소기업,20070212,도시지역 / 주거지역 / 제2종일반주거지역,대,비디오 및 기타 영상기기 제조업,26519,PC 카메라,031-721-8589,13112,경기도 성남시 수정구 복정로118번길 15,경기도 성남시 수정구 복정동 656-9번지 지층,37.46362069,127.1288042
(주)엔피테크,경기도 성남시,일반,266.37,76.32,3,소기업,20140209,도시지역 / 주거지역 / 제2종일반주거지역,대,유선 통신장비 제조업 외 1 종,"26410, 26429",유무선 통신기기,070-8225-8539,13113,경기도 성남시 수정구 복정로 157,경기도 성남시 수정구 복정동 642-4번지 경인빌딩,37.46701263,127.126831
(주)온니드,경기도 성남시,일반,70,42,4,소기업,20220516,도시지역 / 주거지역 / 제1종일반주거지역,학교용지,컴퓨터 제조업 외 2 종,"26310, 26322, 26421","컴퓨터, 멀티스크린 컴퓨터",031-726-4885,13120,경기도 성남시 수정구 성남대로 1342,경기도 성남시 수정구 복정동 620-2번지 가천대학교 창업보육센터 B203호,37.44964379,127.1269965
(주)우리어패럴,경기도 성남시,일반,167.68,167.68,3,소기업,20110422,도시지역 / 주거지역 / 준주거지역,대,남자용 겉옷 제조업 외 9 종,"14111, 14112, 14191, 14192, 14193, 14199, 14300, 14419, 14491, 14499",의류,070-8290-2382,13112,경기도 성남시 수정구 복정로 127-1,경기도 성남시 수정구 복정동 645-6번지 지하1층,37.46451595,127.1268661
뉴코리아 버티칼,경기도 성남시,일반,168.28,168.28,1,소기업,20070719,도시지역 / 주거지역 / 제2종일반주거지역,대,커튼 및 유사제품 제조업,13223,"버티칼, 롤스크린",031-755-3626,13112,경기도 성남시 수정구 복정로134번길 6,경기도 성남시 수정구 복정동 647-20번지 지층,37.46480652,127.1275431
바시스산업(주),경기도 성남시,일반,184.2,30,7,소기업,20130208,도시지역 / 주거지역 / 준주거지역,대,배전반 및 전기 자동제어반 제조업,28123,전기공사용 배전반 및 판넬 조립생산,031-711-3702,13112,경기도 성남시 수정구 복정로 105,경기도 성남시 수정구 복정동 663-7번지 401호,37.46244237,127.1267294
성동기업(주),경기도 성남시,일반,262.4,169.3,5,소기업,20210520,도시지역 / 주거지역 / 제2종일반주거지역,대,산업용 냉장 및 냉동 장비 제조업 외 3 종,"29150, 29171, 29172, 29176",공기조화장치 및 부속,031-758-8252,13113,경기도 성남시 수정구 헌릉로890번길 47-14,경기도 성남시 수정구 복정동 636-2번지 1층 지층,37.46741528,127.1287515
씨비케이 주식회사,경기도 성남시,일반,0,53,3,소기업,20190807,도시지역 / 주거지역 / 준주거지역,대,기타 음향기기 제조업 외 5 종,"25932, 26421, 26429, 26519, 26529, 28121","스피커,브래킷,오디오앰프",031-757-6372,13112,경기도 성남시 수정구 복정로 89,경기도 성남시 수정구 복정동 677번지 3층,37.46090975,127.1266352
원콘트롤,경기도 성남시,일반,67.32,67.32,4,소기업,20200612,도시지역 / 주거지역 / 제2종일반주거지역,대,배전반 및 전기 자동제어반 제조업,28123,"DDC판넬, 로컬판넬",031-756-1781,13112,경기도 성남시 수정구 복정로118번길 5,경기도 성남시 수정구 복정동 647-11번지 지하 B01,37.46365251,127.1274584
주식회사 노바챔프,경기도 성남시,일반,63,43,3,소기업,20210120,도시지역 / 주거지역 / 제1종일반주거지역,학교용지,컴퓨터 제조업,26310,컴퓨터서버,031-756-4306,13117,경기도 성남시 수정구 복정로 76,경기도 성남시 수정구 복정동 산42번지 창업보육센터 5408호,37.45977386,127.1294451
주안통상,경기도 성남시,일반,143.64,143.64,4,소기업,20211222,도시지역 / 주거지역 / 제2종일반주거지역,대,기타 직물제품 제조업,13229,"방제마스크, 방제복",02-552-8774,13112,경기도 성남시 수정구 복정로96번길 6,경기도 성남시 수정구 복정동 678-15번지 지층,37.46142549,127.1272546
(주)비엘아이앤씨,경기도 성남시,창업,66.49,30.58,0,소기업,20230221,도시지역 / 상업지역 / 근린상업지역,대,배전반 및 전기 자동제어반 제조업,28123,자동제어반,031-748-3388,13647,경기도 성남시 수정구 위례서일로 18,경기도 성남시 수정구 창곡동 559-4번지 더존메디컬타워 501호,37.46510888,127.1378207
(주)이에스티,경기도 성남시,일반,49.61,16.5,4,소기업,20201207,도시지역 / 상업지역 / 근린상업지역,대,"전자기 측정, 시험 및 분석기구 제조업 외 2 종","26224, 26421, 27212","전기전자제품(계측장비), 적외선카메라",031-778-7671,13647,경기도 성남시 수정구 위례서일로 22,경기도 성남시 수정구 창곡동 559-5번지 이너매스우남 514호,37.46490285,127.1382401
(주)파노텍,경기도 성남시,일반,0,78,3,소기업,20221121,도시지역 / 상업지역 / 근린상업지역,대,배전반 및 전기 자동제어반 제조업 외 1 종,"27215, 28123",빌딩자동제어장치,070-8270-5500,13647,경기도 성남시 수정구 위례서일로 18,"경기도 성남시 수정구 창곡동 559-4번지 더존메디컬타워 502,502-1,502-2,502-3",37.46510888,127.1378207
(주)서경정보기술,경기도 성남시,일반,0,59,11,소기업,20150121,도시지역 / 주거지역 / 준주거지역,대,유선 통신장비 제조업,26410,유선통신장비,02-2216-6700,13118,경기도 성남시 수정구 복정로 61,경기도 성남시 수정구 복정동 685-9번지 미주빌딩 3층,37.45838557,127.1265234
(주)와이비티솔루션,경기도 성남시,일반,0,17.52,3,소기업,20211223,도시지역 / 주거지역 / 준주거지역,대,정형외과용 및 신체보정용 기기 제조업,27192,성형부목,031-738-1148,13105,경기도 성남시 수정구 고등로 3,경기도 성남시 수정구 고등동 572번지 현대지식산업센터 성남고등 A동 3층 303호,37.42891059,127.0936773
(주)솔로몬상사,경기도 성남시,일반,190,160,35,소기업,20010423,도시지역 / 주거지역 / 준주거지역,대,셔츠 및 블라우스 제조업 외 3 종,"14111, 14112, 14191, 14192","의류,전투복",031-735-0130,13395,경기도 성남시 중원구 금상로 51,경기도 성남시 중원구 상대원동 2992-10번지,37.44002292,127.1618731
롬태크(주),경기도 성남시,일반,98.497,30.24,5,소기업,20160729,도시지역 / 상업지역 / 근린상업지역,대,일반용 전기 조명장치 제조업 외 1 종,"28410, 28422",LED조명,070-7490-2100,13511,경기도 성남시 분당구 판교로 723,경기도 성남시 분당구 야탑동 148번지 분당테크노파크B동 B동 805-1호,37.40563669,127.1529544
에이엠텔레콤(주),경기도 성남시,일반,149.92,84.87,23,소기업,20040813,도시지역 / 상업지역 / 일반상업지역,대,이동전화기 제조업,26422,휴대폰,031-788-9888,13496,경기도 성남시 분당구 장미로 42,경기도 성남시 분당구 야탑동 342-1번지 야탑리더스빌딩 601호,37.41348507,127.1255147
에스이아이라이트,경기도 성남시,일반,240,240,4,소기업,20170321,도시지역 / 주거지역 / 준주거지역,대,메모리용 전자집적회로 제조업 외 2 종,"26111, 26112, 28909",지폐계수기,031-757-7441,13390,경기도 성남시 중원구 둔촌대로 319,경기도 성남시 중원구 하대원동 139-3번지 대성빌딩 4층,37.43075054,127.1534828
공간정보기술(주),경기도 성남시,일반,711.04,43.9,46,소기업,20220330,도시지역 / 주거지역 / 준주거지역,대,방송장비 제조업 외 2 종,"25119, 26421, 27211","폐쇄회로카메라, 시정측정장치",031-622-3805,13487,경기도 성남시 분당구 판교로228번길 15,경기도 성남시 분당구 삼평동 625번지 판교세븐벤처밸리1 3동 6층 601호,37.4016776,127.100886
대진실업,경기도 성남시,일반,287.7,270,10,소기업,20000209,도시지역 / 주거지역 / 제2종일반주거지역,대,"근무복, 작업복 및 유사의복 제조업 외 3 종","14111, 14112, 14120, 14192",의류,031-744-2334,13228,경기도 성남시 중원구 박석로25번길 1,경기도 성남시 중원구 상대원동 1381-4번지,37.43503143,127.165784
도영제화,경기도 성남시,일반,140,130,5,소기업,20010727,도시지역 / 주거지역 / 준주거지역,대,구두류 제조업,15211,구두,031-743-9860,13397,경기도 성남시 중원구 금상로 15,경기도 성남시 중원구 상대원동 2999-32번지,37.4376359,127.1592952
메인어패럴,경기도 성남시,일반,315.3,315.3,27,소기업,20091008,도시지역 / 주거지역 / 준주거지역,대,셔츠 및 블라우스 제조업 외 1 종,"14191, 14192",스포츠의류,031-733-4406,13232,경기도 성남시 중원구 금상로58번길 4,"경기도 성남시 중원구 상대원동 2338번지 , 2, 4층",37.4401337,127.1627882
바두패션,경기도 성남시,일반,327.22,231,8,소기업,20040910,도시지역 / 주거지역 / 제2종일반주거지역,대,구두류 제조업,15211,가죽구두,031-746-1589,13402,경기도 성남시 중원구 둔촌대로 379,경기도 성남시 중원구 상대원동 5430-7번지,37.43357844,127.1588502
사바스,경기도 성남시,일반,389.36,366.26,37,소기업,19990205,도시지역 / 주거지역 / 제2종일반주거지역,대,여자용 겉옷 제조업,14112,양장,031-733-8732,13397,경기도 성남시 중원구 희망로 364,경기도 성남시 중원구 상대원동 2996-33번지,37.43821052,127.1585126
삼보섬유,경기도 성남시,일반,85,85,3,소기업,20000209,도시지역 / 주거지역 / 준주거지역,대,편조원단 제조업,13300,스웨터,031-734-1840,13402,경기도 성남시 중원구 둔촌대로375번길 10,경기도 성남시 중원구 상대원동 5418번지,37.43418153,127.1585648
삼원,경기도 성남시,일반,120,120,4,소기업,19991208,도시지역 / 주거지역 / 제2종일반주거지역,대,구두류 제조업,15211,구두,031-709-6078,13395,경기도 성남시 중원구 희망로 396,경기도 성남시 중원구 상대원동 2989-9번지,37.44067602,127.1601632
성민전자,경기도 성남시,일반,0,110,21,소기업,20020502,도시지역 / 주거지역 / 준주거지역,대,이동전화기 제조업,26422,핸드폰밧데리,031-732-7220,13222,경기도 성남시 중원구 박석로25번길 22,경기도 성남시 중원구 상대원동 1544번지,37.4352417,127.1636467
세일제화,경기도 성남시,일반,207.15,200.15,9,소기업,20070215,도시지역 / 주거지역 / 제2종일반주거지역,대,구두류 제조업,15211,구두,031-746-1489,13222,경기도 성남시 중원구 박석로25번길 22,경기도 성남시 중원구 상대원동 1544번지 지층,37.4352417,127.1636467
세준홈패션,경기도 성남시,일반,0,89.1,8,소기업,20000918,도시지역 / 상업지역 / 일반상업지역,대,침구 및 관련제품 제조업,13221,홈패션(침구류),031-744-6001,13241,경기도 성남시 중원구 희망로344번길 4,경기도 성남시 중원구 상대원동 2986-1번지,37.43629049,127.1584761
신성,경기도 성남시,일반,230,230,20,소기업,20000209,도시지역 / 주거지역 / 제2종일반주거지역,대,"근무복, 작업복 및 유사의복 제조업 외 2 종","14111, 14112, 14192",니트,031-747-3668,13226,경기도 성남시 중원구 박석로15번길 29,경기도 성남시 중원구 상대원동 1713-1번지,37.43410321,127.1626797
신우,경기도 성남시,일반,0,173.23,0,소기업,20160303,도시지역 / 주거지역 / 제2종일반주거지역,대,셔츠 및 블라우스 제조업 외 1 종,"14191, 14192","수영복, 티셔츠",031-746-2285,13233,경기도 성남시 중원구 박석로86번길 1,경기도 성남시 중원구 상대원동 793-1번지 1층,37.44057272,127.1650246
우성상사,경기도 성남시,일반,165,140,16,소기업,20010427,도시지역 / 주거지역 / 준주거지역,대,셔츠 및 블라우스 제조업 외 1 종,"14191, 14192",운동복,031-731-2430,13397,경기도 성남시 중원구 금상로 27,경기도 성남시 중원구 상대원동 2997-4번지,37.43850364,127.1601391
우호사,경기도 성남시,일반,94.39,94.39,10,소기업,20210705,도시지역 / 주거지역 / 제2종일반주거지역,대,남자용 겉옷 제조업 외 2 종,"14111, 14112, 14192",근무복,031-743-4221,13396,경기도 성남시 중원구 희망로392번길 12-1,경기도 성남시 중원구 상대원동 2994-15번지 2층,37.43973125,127.160744
원글러브,경기도 성남시,일반,143.59,143.59,6,소기업,20230531,도시지역 / 주거지역 / 제2종일반주거지역,대,그 외 기타 의복액세서리 제조업,14499,장갑, ,13395,경기도 성남시 중원구 희망로392번길 9,경기도 성남시 중원구 상대원동 2991-13번지 지층,37.44010943,127.1606066
원테크,경기도 성남시,일반,0,240,9,소기업,20160217,도시지역 / 주거지역 / 제2종일반주거지역,대,"전자코일, 변성기 및 기타 전자 유도자 제조업",26294,변압기,031-747-4946,13228,경기도 성남시 중원구 박석로25번길 1,"경기도 성남시 중원구 상대원동 1381-4번지 지층 일부, 1층 일부",37.43503143,127.165784
의성실업,경기도 성남시,일반,144.88,124.88,10,소기업,20000209,도시지역 / 주거지역 / 제2종일반주거지역,대,"근무복, 작업복 및 유사의복 제조업 외 3 종","14111, 14112, 14120, 14192",의류,031-733-4627,13226,경기도 성남시 중원구 박석로25번길 29,경기도 성남시 중원구 상대원동 1687번지,37.43510382,127.1627091
제일섬유,경기도 성남시,일반,0,150,2,소기업,20020627,도시지역 / 주거지역 / 제2종일반주거지역,대,스타킹 및 기타 양말 제조업,14411,양말,031-736-7918,13228,경기도 성남시 중원구 박석로 7,경기도 성남시 중원구 상대원동 1415-5번지,37.4334449,127.1657458
